,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
5543086,3784564,HK790475,12/05/2004 02:34:24 AM,029XX N DAMEN AVE,1513,PROSTITUTION,SOLICIT FOR BUSINESS,STREET,True,False,1913,19.0,1.0,5.0,16,1162511.0,1919343.0,2004,04/15/2016 08:55:02 AM,41.934335996,-87.678185187,"(41.934335996, -87.678185187)"
5543091,3784577,HK790827,12/05/2004 09:46:15 AM,0000X W CHESTNUT ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,RESIDENCE,True,False,1832,18.0,42.0,8.0,18,1176027.0,1906209.0,2004,04/15/2016 08:55:02 AM,41.8980016,-87.628910878,"(41.8980016, -87.628910878)"
5543102,3784621,HK832120,12/28/2004 01:50:00 PM,046XX N RACINE AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,SIDEWALK,True,False,2311,19.0,46.0,3.0,18,1167467.0,1930925.0,2004,04/15/2016 08:55:02 AM,41.966012124,-87.65963743,"(41.966012124, -87.65963743)"
5543107,3784632,HK821800,12/21/2004 08:10:00 PM,061XX S COTTAGE GROVE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,313,3.0,20.0,42.0,18,1182623.0,1864377.0,2004,04/15/2016 08:55:02 AM,41.783060794,-87.605985871,"(41.783060794, -87.605985871)"
5543109,3784634,HL153724,11/30/2004 02:00:00 AM,113XX S UNION AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,2233,22.0,34.0,49.0,26,1173673.0,1829695.0,2004,04/15/2016 08:55:02 AM,41.688091827,-87.639823862,"(41.688091827, -87.639823862)"
5543111,3784643,HK800085,12/09/2004 10:25:00 PM,041XX W 16TH ST,2027,NARCOTICS,POSS: CRACK,SIDEWALK,True,False,1012,10.0,24.0,29.0,18,1149219.0,1891730.0,2004,04/15/2016 08:55:02 AM,41.858831386,-87.727749725,"(41.858831386, -87.727749725)"
5543122,3784669,HK832129,12/28/2004 01:13:00 PM,060XX S WINCHESTER AVE,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,STREET,True,False,714,7.0,15.0,67.0,18,1164395.0,1864529.0,2004,04/15/2016 08:55:02 AM,41.783881581,-87.672811235,"(41.783881581, -87.672811235)"
5543127,3784682,HK829032,12/26/2004 04:40:00 PM,061XX S CHAMPLAIN AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,True,False,313,3.0,20.0,42.0,18,1181622.0,1864542.0,2004,04/15/2016 08:55:02 AM,41.783536746,-87.609650728,"(41.783536746, -87.609650728)"
5543128,3784685,HK804730,12/12/2004 01:29:08 PM,061XX S EBERHART AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,True,False,313,3.0,20.0,42.0,26,1180635.0,1864463.0,2004,04/15/2016 08:55:02 AM,41.783342701,-87.613271804,"(41.783342701, -87.613271804)"
5543133,3784706,HK829279,12/26/2004 07:45:00 PM,027XX W JACKSON BLVD,2027,NARCOTICS,POSS: CRACK,SIDEWALK,True,False,1125,11.0,2.0,27.0,18,1158151.0,1898580.0,2004,04/15/2016 08:55:02 AM,41.877450919,-87.694776182,"(41.877450919, -87.694776182)"
5543135,3784709,HK821531,12/21/2004 05:36:11 PM,073XX S CAMPBELL AVE,2027,NARCOTICS,POSS: CRACK,VEHICLE NON-COMMERCIAL,True,False,835,8.0,18.0,66.0,18,1160983.0,1855806.0,2004,04/15/2016 08:55:02 AM,41.760015676,-87.685561825,"(41.760015676, -87.685561825)"
5543139,3784717,HK832075,12/28/2004 01:02:00 PM,010XX W WILSON AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,RESTAURANT,True,False,2312,19.0,46.0,3.0,18,1168668.0,1930721.0,2004,04/15/2016 08:55:02 AM,41.965426344,-87.655227542,"(41.965426344, -87.655227542)"
5543142,3784725,HK822797,12/22/2004 01:40:00 PM,010XX W GRANVILLE AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,VEHICLE NON-COMMERCIAL,True,False,2433,24.0,48.0,77.0,18,1167930.0,1941342.0,2004,04/15/2016 08:55:02 AM,41.994586647,-87.657632936,"(41.994586647, -87.657632936)"
5543143,3784727,HK829644,12/27/2004 02:00:00 AM,014XX N CAMPBELL AVE,2230,LIQUOR LAW VIOLATION,ILLEGAL CONSUMPTION BY MINOR,SIDEWALK,True,False,1423,14.0,26.0,24.0,22,1159478.0,1909489.0,2004,04/15/2016 08:55:02 AM,41.907358963,-87.689603279,"(41.907358963, -87.689603279)"
5543147,3784737,HK829394,12/26/2004 09:40:00 PM,0000X W GARFIELD BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,233,2.0,3.0,40.0,18,1177113.0,1868422.0,2004,04/15/2016 08:55:02 AM,41.794286803,-87.626065139,"(41.794286803, -87.626065139)"
5543150,3784748,HK804502,12/12/2004 09:17:28 AM,012XX N LARRABEE ST,2027,NARCOTICS,POSS: CRACK,CHA APARTMENT,True,False,1822,18.0,27.0,8.0,18,1172105.0,1908543.0,2004,04/15/2016 08:55:02 AM,41.904493689,-87.643246928,"(41.904493689, -87.643246928)"
5543153,3784751,HL153932,03/20/2004 12:00:00 PM,019XX W HARRISON ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,HOSPITAL BUILDING/GROUNDS,False,False,1224,12.0,2.0,28.0,06,1163757.0,1897393.0,2004,04/15/2016 08:55:02 AM,41.874077392,-87.674225948,"(41.874077392, -87.674225948)"
5543156,3784758,HK829516,12/26/2004 11:05:00 PM,010XX N LARRABEE ST,2027,NARCOTICS,POSS: CRACK,CHA PARKING LOT/GROUNDS,True,False,1823,18.0,27.0,8.0,18,1172154.0,1907186.0,2004,04/15/2016 08:55:02 AM,41.900768924,-87.643107045,"(41.900768924, -87.643107045)"
5543160,3784770,HK832135,12/28/2004 12:39:00 PM,056XX S LOOMIS BLVD,2017,NARCOTICS,MANU/DELIVER:CRACK,STREET,True,False,713,7.0,16.0,67.0,18,1167956.0,1867450.0,2004,04/15/2016 08:55:02 AM,41.791821347,-87.659671374,"(41.791821347, -87.659671374)"
5543162,3784775,HL153872,12/28/2004 12:00:00 PM,090XX S COTTAGE GROVE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,633,6.0,8.0,44.0,26,1183143.0,1845238.0,2004,04/15/2016 08:55:02 AM,41.730529332,-87.604673732,"(41.730529332, -87.604673732)"
5543163,3784776,HK829253,12/26/2004 07:45:00 PM,064XX S EBERHART AVE,2027,NARCOTICS,POSS: CRACK,STREET,True,False,312,3.0,20.0,42.0,18,1180687.0,1862352.0,2004,04/15/2016 08:55:02 AM,41.777548719,-87.613145977,"(41.777548719, -87.613145977)"
5543167,3784780,HK811023,12/15/2004 09:08:57 PM,006XX N RIDGEWAY AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,True,False,1122,11.0,27.0,23.0,18,1151273.0,1903996.0,2004,04/15/2016 08:55:02 AM,41.892450642,-87.719888327,"(41.892450642, -87.719888327)"
5543168,3784787,HL153953,09/16/2004 12:00:00 PM,001XX N CANAL ST,0890,THEFT,FROM BUILDING,GOVERNMENT BUILDING/PROPERTY,False,False,111,1.0,42.0,28.0,06,1173108.0,1900956.0,2004,04/15/2016 08:55:02 AM,41.883652324,-87.639787936,"(41.883652324, -87.639787936)"
5543169,3784789,HK790918,12/05/2004 10:43:00 AM,027XX W OGDEN AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),CHA PARKING LOT/GROUNDS,True,False,1023,10.0,28.0,29.0,18,1158463.0,1892956.0,2004,04/15/2016 08:55:02 AM,41.862011728,-87.69378445,"(41.862011728, -87.69378445)"
5543174,3784800,HK829062,12/26/2004 05:31:33 PM,004XX S KOSTNER AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,True,False,1131,11.0,24.0,26.0,18,1147128.0,1897570.0,2004,04/15/2016 08:55:02 AM,41.874897275,-87.735275814,"(41.874897275, -87.735275814)"
5543177,3784809,HK790909,12/05/2004 10:07:38 AM,002XX E 35TH ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,True,False,2112,2.0,2.0,35.0,18,1178657.0,1881841.0,2004,04/15/2016 08:55:02 AM,41.831074684,-87.619994938,"(41.831074684, -87.619994938)"
5543178,3784816,HK830017,12/27/2004 10:40:00 AM,006XX N LECLAIRE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,1532,15.0,28.0,25.0,18,1142236.0,1904043.0,2004,04/15/2016 08:55:02 AM,41.892752115,-87.753076722,"(41.892752115, -87.753076722)"
5543181,3784834,HK790892,12/05/2004 10:25:00 AM,029XX W FIFTH AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,1124,11.0,2.0,27.0,18,1156966.0,1899607.0,2004,04/15/2016 08:55:02 AM,41.880293219,-87.699099327,"(41.880293219, -87.699099327)"
5543189,3784855,HK804453,12/12/2004 09:50:09 AM,065XX S MINERVA AVE,2027,NARCOTICS,POSS: CRACK,STREET,True,False,321,3.0,20.0,42.0,18,1185008.0,1861908.0,2004,04/15/2016 08:55:02 AM,41.776229949,-87.597319284,"(41.776229949, -87.597319284)"
5543192,3784860,HK821638,12/21/2004 06:34:17 PM,049XX W ARTHINGTON ST,2027,NARCOTICS,POSS: CRACK,APARTMENT,True,False,1533,15.0,24.0,25.0,18,1143762.0,1895516.0,2004,04/15/2016 08:55:02 AM,41.869324534,-87.74768596,"(41.869324534, -87.74768596)"
5543193,3784872,HK688428,10/15/2004 12:10:00 PM,003XX W NORTH AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,1821,18.0,27.0,8.0,18,1173747.0,1910977.0,2004,04/15/2016 08:55:02 AM,41.9111363,-87.637142895,"(41.9111363, -87.637142895)"
5543197,3784884,HK790898,12/05/2004 10:44:30 AM,032XX W MADISON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,1123,11.0,28.0,27.0,18,1154889.0,1899837.0,2004,04/15/2016 08:55:02 AM,41.880966228,-87.706719713,"(41.880966228, -87.706719713)"
5543199,3784888,HK814646,12/17/2004 07:45:00 PM,029XX S STATE ST,2024,NARCOTICS,POSS: HEROIN(WHITE),CHA PARKING LOT/GROUNDS,True,False,2113,1.0,3.0,35.0,18,1176758.0,1885480.0,2004,04/15/2016 08:55:02 AM,41.841103444,-87.626852618,"(41.841103444, -87.626852618)"
5543203,3784899,HK790127,12/04/2004 09:25:43 PM,044XX N KEDZIE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),True,False,1724,17.0,33.0,14.0,18,1154257.0,1929154.0,2004,04/15/2016 08:55:02 AM,41.961427139,-87.708255707,"(41.961427139, -87.708255707)"
5543207,3784911,HK790901,12/05/2004 10:15:00 AM,032XX W MADISON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,1123,11.0,28.0,27.0,18,1154777.0,1899834.0,2004,04/15/2016 08:55:02 AM,41.880960239,-87.707131052,"(41.880960239, -87.707131052)"
5543209,3784921,HK791849,12/05/2004 08:45:00 PM,077XX S BISHOP ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,612,6.0,17.0,71.0,18,1167900.0,1853496.0,2004,04/15/2016 08:55:02 AM,41.753530996,-87.660277146,"(41.753530996, -87.660277146)"
5543210,3784922,HK790930,12/05/2004 10:55:00 AM,002XX N HOMAN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,1123,11.0,28.0,27.0,18,1153671.0,1901547.0,2004,04/15/2016 08:55:02 AM,41.885682959,-87.711146624,"(41.885682959, -87.711146624)"
5543211,3784926,HK831970,12/28/2004 12:00:00 PM,036XX S HERMITAGE AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,RESIDENCE-GARAGE,True,False,922,9.0,11.0,59.0,16,1165280.0,1880562.0,2004,04/15/2016 08:55:02 AM,41.827859303,-87.669112203,"(41.827859303, -87.669112203)"
5543216,3784941,HK790994,12/05/2004 11:50:15 AM,068XX S HALSTED ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,True,False,723,7.0,6.0,68.0,18,1172151.0,1859408.0,2004,04/15/2016 08:55:02 AM,41.769661943,-87.644525308,"(41.769661943, -87.644525308)"
5543219,3784953,HK791949,12/05/2004 09:46:50 PM,032XX W WALNUT ST,2017,NARCOTICS,MANU/DELIVER:CRACK,SIDEWALK,True,False,1123,11.0,28.0,27.0,18,1154525.0,1901440.0,2004,04/15/2016 08:55:02 AM,41.885372306,-87.708013413,"(41.885372306, -87.708013413)"
5543220,3784957,HK795244,12/07/2004 02:55:00 PM,024XX N FAIRFIELD AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,True,False,1431,14.0,1.0,22.0,18,1157631.0,1916018.0,2004,04/15/2016 08:55:02 AM,41.925312887,-87.696209968,"(41.925312887, -87.696209968)"
5543224,3784973,HK797335,12/08/2004 02:45:00 PM,063XX S MARSHFIELD AVE,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,VEHICLE NON-COMMERCIAL,True,False,725,7.0,15.0,67.0,18,1166413.0,1862654.0,2004,04/15/2016 08:55:02 AM,41.778693566,-87.665465885,"(41.778693566, -87.665465885)"
5543225,3784976,HK791790,12/05/2004 07:55:00 PM,038XX W ADAMS ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,True,False,1122,11.0,28.0,26.0,18,1150830.0,1898737.0,2004,04/15/2016 08:55:02 AM,41.878028065,-87.721652966,"(41.878028065, -87.721652966)"
5543226,3784983,HK831322,12/27/2004 11:00:00 PM,005XX S CALIFORNIA AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,STREET,True,False,1135,11.0,2.0,27.0,26,1157794.0,1897505.0,2004,04/15/2016 08:55:02 AM,41.874508295,-87.696116296,"(41.874508295, -87.696116296)"
5543227,3784985,HL147028,10/23/2004 09:00:00 PM,045XX S MICHIGAN AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,221,2.0,3.0,38.0,06,1177919.0,1874911.0,2004,04/15/2016 08:55:02 AM,41.812074978,-87.622912918,"(41.812074978, -87.622912918)"
5543231,3784995,HK791524,12/05/2004 05:30:24 PM,039XX W JACKSON BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,1122,11.0,28.0,26.0,18,1150271.0,1898399.0,2004,04/15/2016 08:55:02 AM,41.877111469,-87.723714312,"(41.877111469, -87.723714312)"
5543234,3785009,HK795272,12/07/2004 03:20:00 PM,079XX S MARYLAND AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,STREET,True,False,624,6.0,8.0,44.0,26,1183277.0,1852642.0,2004,04/15/2016 08:55:02 AM,41.750843608,-87.603952966,"(41.750843608, -87.603952966)"
5543235,3785010,HK819564,12/20/2004 05:00:00 PM,042XX W WEST END AVE,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,STREET,True,False,1114,11.0,28.0,26.0,18,1148096.0,1900636.0,2004,04/15/2016 08:55:02 AM,41.883292167,-87.731642768,"(41.883292167, -87.731642768)"
5543237,3785017,HK821748,12/21/2004 08:22:19 PM,031XX W DIVISION ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,True,False,1423,14.0,26.0,24.0,18,1155019.0,1907809.0,2004,04/15/2016 08:55:02 AM,41.902839551,-87.706028349,"(41.902839551, -87.706028349)"
5543240,3785023,HK795496,12/07/2004 04:04:23 PM,029XX W FIFTH AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,True,False,1124,11.0,2.0,27.0,18,1156666.0,1899493.0,2004,04/15/2016 08:55:02 AM,41.87998647,-87.700203987,"(41.87998647, -87.700203987)"
5543242,3785033,HK819285,12/20/2004 02:45:00 PM,039XX W ROOSEVELT RD,2026,NARCOTICS,POSS: PCP,SIDEWALK,True,False,1132,11.0,24.0,29.0,18,1150354.0,1894422.0,2004,04/15/2016 08:55:02 AM,41.866196509,-87.723513299,"(41.866196509, -87.723513299)"
5543243,3785035,HK804626,12/12/2004 11:41:39 AM,090XX S COLFAX AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,423,4.0,7.0,48.0,18,1195070.0,1845461.0,2004,04/15/2016 08:55:02 AM,41.730855887,-87.560974649,"(41.730855887, -87.560974649)"
5543244,3785036,HK795767,12/07/2004 06:45:08 PM,057XX W WASHINGTON BLVD,1661,GAMBLING,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,False,1513,15.0,29.0,25.0,19,1137958.0,1900162.0,2004,04/15/2016 08:55:02 AM,41.882180466,-87.768882124,"(41.882180466, -87.768882124)"
5543247,3785048,HK795876,12/07/2004 07:30:00 PM,052XX S TROY ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,911,9.0,14.0,63.0,18,1156269.0,1869653.0,2004,04/15/2016 08:55:02 AM,41.798109998,-87.702466499,"(41.798109998, -87.702466499)"
5543249,3785051,HK820930,12/21/2004 12:30:00 PM,068XX S INDIANA AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,True,False,322,3.0,20.0,69.0,18,1178774.0,1859693.0,2004,04/15/2016 08:55:02 AM,41.770295896,-87.620239816,"(41.770295896, -87.620239816)"
5543251,3785053,HK804060,12/12/2004 11:50:00 PM,013XX W 58TH ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,True,False,713,7.0,16.0,67.0,18,1168174.0,1866295.0,2004,04/15/2016 08:55:02 AM,41.7886472,-87.65890523,"(41.7886472, -87.65890523)"
5543253,3785055,HL153924,12/28/2004 10:00:00 AM,027XX W EVERGREEN AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,1423,14.0,26.0,24.0,06,1157911.0,1908865.0,2004,04/15/2016 08:55:02 AM,41.905678781,-87.695376623,"(41.905678781, -87.695376623)"
5543255,3785057,HK821912,12/21/2004 09:25:00 PM,012XX W 76TH ST,2012,NARCOTICS,MANU/DELIVER:COCAINE,APARTMENT,True,False,612,6.0,17.0,71.0,18,1169352.0,1854428.0,2004,04/15/2016 08:55:02 AM,41.756057234,-87.654929158,"(41.756057234, -87.654929158)"
5543259,3785063,HK820063,12/20/2004 10:15:00 PM,013XX W 59TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,True,False,713,7.0,16.0,67.0,18,1168197.0,1865631.0,2004,04/15/2016 08:55:02 AM,41.786824609,-87.658839997,"(41.786824609, -87.658839997)"
5543264,3785068,HK821961,12/21/2004 10:12:49 PM,059XX S THROOP ST,2027,NARCOTICS,POSS: CRACK,STREET,True,False,713,7.0,16.0,67.0,18,1168673.0,1865479.0,2004,04/15/2016 08:55:02 AM,41.786397243,-87.65709911,"(41.786397243, -87.65709911)"
5543266,3785070,HK795905,12/07/2004 08:23:21 PM,031XX W 60TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,824,8.0,16.0,66.0,18,1156623.0,1864681.0,2004,04/15/2016 08:55:02 AM,41.784458992,-87.70130235,"(41.784458992, -87.70130235)"
5543269,3785072,HK791727,12/05/2004 07:25:00 PM,035XX W HURON ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,True,False,1121,11.0,27.0,23.0,18,1152839.0,1904444.0,2004,04/15/2016 08:55:02 AM,41.893649131,-87.714125144,"(41.893649131, -87.714125144)"
5543270,3785073,HL154068,11/24/2004 12:01:00 AM,080XX S BRANDON AVE,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,False,False,422,4.0,7.0,46.0,06,1198881.0,1852215.0,2004,04/15/2016 08:55:02 AM,41.749294673,-87.546787815,"(41.749294673, -87.546787815)"
5543273,3785076,HK791635,12/05/2004 06:04:00 PM,005XX E 38TH PL,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),CHA PARKING LOT/GROUNDS,True,False,212,2.0,4.0,35.0,18,1180443.0,1879579.0,2004,04/15/2016 08:55:02 AM,41.824826706,-87.613511596,"(41.824826706, -87.613511596)"
5543279,3785085,HK795945,12/07/2004 08:51:18 PM,056XX W FULTON ST,2017,NARCOTICS,MANU/DELIVER:CRACK,SIDEWALK,True,False,1512,15.0,29.0,25.0,18,1138317.0,1901440.0,2004,04/15/2016 08:55:02 AM,41.885680977,-87.767532915,"(41.885680977, -87.767532915)"
5543284,3785091,HK830037,12/27/2004 10:20:00 AM,048XX W GLADYS AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,True,False,1533,15.0,24.0,25.0,18,1144353.0,1897907.0,2004,04/15/2016 08:55:02 AM,41.875874651,-87.745456097,"(41.875874651, -87.745456097)"
5543285,3785092,HK800023,12/09/2004 09:43:09 PM,075XX S COTTAGE GROVE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,624,6.0,6.0,69.0,18,1182867.0,1855244.0,2004,04/15/2016 08:55:02 AM,41.757993295,-87.60537471,"(41.757993295, -87.60537471)"
5543286,3785093,HK830938,12/27/2004 06:30:00 PM,065XX S ST LAWRENCE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,321,3.0,20.0,42.0,18,1181356.0,1861880.0,2004,04/15/2016 08:55:02 AM,41.776238104,-87.610707983,"(41.776238104, -87.610707983)"
5543290,3785097,HK800040,12/09/2004 09:50:00 PM,013XX N WESTERN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE PORCH/HALLWAY,True,False,1424,14.0,1.0,24.0,18,1160168.0,1908757.0,2004,04/15/2016 08:55:02 AM,41.90533606,-87.687088859,"(41.90533606, -87.687088859)"
5543291,3785098,HK830449,12/27/2004 02:39:00 PM,075XX S DORCHESTER AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,411,4.0,5.0,43.0,18,1186846.0,1855378.0,2004,04/15/2016 08:55:02 AM,41.758267684,-87.590788058,"(41.758267684, -87.590788058)"
5543292,3785102,HK800102,12/09/2004 10:53:41 PM,043XX W BELMONT AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,2523,25.0,31.0,20.0,18,1146638.0,1920916.0,2004,04/15/2016 08:55:02 AM,41.93897048,-87.736478479,"(41.93897048, -87.736478479)"
5543293,3785103,HK830278,12/27/2004 12:50:00 PM,012XX W NORTH SHORE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,True,False,2432,24.0,49.0,1.0,18,1166752.0,1944591.0,2004,04/15/2016 08:55:02 AM,42.003527393,-87.661872415,"(42.003527393, -87.661872415)"
5543295,3785106,HK830007,12/27/2004 10:15:00 AM,015XX W HASTINGS ST,2017,NARCOTICS,MANU/DELIVER:CRACK,CHA PARKING LOT/GROUNDS,True,False,1231,12.0,2.0,28.0,18,1166242.0,1893811.0,2004,04/15/2016 08:55:02 AM,41.864195358,-87.66520457,"(41.864195358, -87.66520457)"
5543302,3785119,HK830290,12/27/2004 01:00:00 PM,001XX N CENTRAL AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,True,False,1512,15.0,29.0,25.0,18,1139019.0,1900670.0,2004,04/15/2016 08:55:02 AM,41.883555268,-87.764973718,"(41.883555268, -87.764973718)"
5543303,3785122,HK791374,12/05/2004 03:43:17 PM,024XX W JACKSON BLVD,2027,NARCOTICS,POSS: CRACK,SIDEWALK,True,False,1125,11.0,2.0,28.0,18,1159927.0,1898621.0,2004,04/15/2016 08:55:02 AM,41.877526983,-87.68825405,"(41.877526983, -87.68825405)"
5543304,3785133,HK830649,12/27/2004 03:30:00 PM,047XX S VINCENNES AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,True,False,223,2.0,3.0,38.0,18,1180397.0,1873800.0,2004,04/15/2016 08:55:02 AM,41.808969729,-87.613857873,"(41.808969729, -87.613857873)"
5543309,3785147,HK830266,12/27/2004 01:00:00 PM,003XX E 51ST ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,232,2.0,3.0,40.0,18,1179040.0,1871271.0,2004,04/15/2016 08:55:02 AM,41.802060997,-87.618912135,"(41.802060997, -87.618912135)"
5543310,3785153,HK830303,12/27/2004 01:05:00 PM,030XX W MADISON ST,2027,NARCOTICS,POSS: CRACK,SIDEWALK,True,False,1331,12.0,2.0,27.0,18,1156077.0,1899863.0,2004,04/15/2016 08:55:02 AM,41.881013689,-87.70235674,"(41.881013689, -87.70235674)"
5543313,3785173,HK830384,12/27/2004 01:45:00 PM,009XX S CICERO AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,1131,11.0,24.0,25.0,18,1144531.0,1895566.0,2004,04/15/2016 08:55:02 AM,41.869447309,-87.744861466,"(41.869447309, -87.744861466)"
5543315,3785180,HL154032,09/20/2004 12:00:00 PM,079XX S CRANDON AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,414,4.0,7.0,46.0,06,1192906.0,1852872.0,2004,04/15/2016 08:55:02 AM,41.751245333,-87.568660742,"(41.751245333, -87.568660742)"
5543317,3785184,HL154140,11/01/2004 09:00:00 AM,003XX E 56TH ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,BANK,False,False,234,2.0,20.0,40.0,06,1179645.0,1867970.0,2004,04/15/2016 08:55:02 AM,41.792988935,-87.616794286,"(41.792988935, -87.616794286)"
5543319,3785186,HK791760,12/05/2004 07:50:00 PM,008XX E 79TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,624,6.0,8.0,44.0,18,1183102.0,1852805.0,2004,04/15/2016 08:55:02 AM,41.751294966,-87.604589185,"(41.751294966, -87.604589185)"
5543320,3785189,HK830070,12/27/2004 11:00:00 AM,015XX W HASTINGS ST,2027,NARCOTICS,POSS: CRACK,CHA PARKING LOT/GROUNDS,True,False,1231,12.0,2.0,28.0,18,1166282.0,1893812.0,2004,04/15/2016 08:55:02 AM,41.864197247,-87.665057703,"(41.864197247, -87.665057703)"
5543322,3785196,HL154144,12/01/2004 12:00:00 PM,0000X W WACKER DR,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,COMMERCIAL / BUSINESS OFFICE,False,False,113,1.0,42.0,32.0,26,1175668.0,1902130.0,2004,04/15/2016 08:55:02 AM,41.886816689,-87.630352182,"(41.886816689, -87.630352182)"
5543323,3785197,HK830257,12/27/2004 12:30:00 PM,026XX N HOYNE AVE,2220,LIQUOR LAW VIOLATION,ILLEGAL POSSESSION BY MINOR,CHA PARKING LOT/GROUNDS,True,False,1913,19.0,1.0,7.0,22,1162365.0,1917582.0,2004,04/15/2016 08:55:02 AM,41.929506764,-87.678771143,"(41.929506764, -87.678771143)"
5543325,3785207,HK830765,12/27/2004 04:40:00 PM,001XX N CENTRAL AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,True,False,1523,15.0,29.0,25.0,18,1139022.0,1900588.0,2004,04/15/2016 08:55:02 AM,41.883330195,-87.764964695,"(41.883330195, -87.764964695)"
